"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"North Carolina",2000,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2000_NorthCarolina","North Carolina",37,2000,2000,"Firearm","GRINJ-006",82,1668806,"4.9",35.3,5804656,808070,39061,548,"(1) Law provision is present"
"North Dakota  ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_NorthDakota","North Dakota",38,2000,2000,"Firearm","GRINJ-006",11,151585,"Unreliable",36.2,593181,67551,34483,412,"(0) Law provision is not present"
"Ohio          ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Ohio","Ohio",39,2000,2000,"Firearm","GRINJ-006",72,2373607,"3.0",36.2,9645453,1016256,40846,515,"(0) Law provision is not present"
"Oklahoma      ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Oklahoma","Oklahoma",40,2000,2000,"Firearm","GRINJ-006",44,768567,"5.7",35.5,2628434,297082,33243,456,"(0) Law provision is not present"
"Oregon        ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Oregon","Oregon",41,2000,2000,"Firearm","GRINJ-006",47,716931,"6.6",36.3,2961623,369252,40818,620,"(0) Law provision is not present"
"Pennsylvania  ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Pennsylvania","Pennsylvania",42,2000,2000,"Firearm","GRINJ-006",94,2460921,"3.8",38,10484203,1153383,39987,531,"(0) Law provision is not present"
"South Carolina",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_SouthCarolina","South Carolina",45,2000,2000,"Firearm","GRINJ-006",36,867570,"4.1",35.4,2695560,351526,36951,510,"(0) Law provision is not present"
"South Dakota  ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_SouthDakota","South Dakota",46,2000,2000,"Firearm","GRINJ-006",10,174728,"Unreliable",35.6,669404,73563,35271,426,"(0) Law provision is not present"
"Tennessee     ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Tennessee","Tennessee",47,2000,2000,"Firearm","GRINJ-006",73,1176684,"6.2",35.9,4563310,478463,36239,505,"(0) Law provision is not present"
"Texas         ",2000,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2000_Texas","Texas",48,2000,2000,"Firearm","GRINJ-006",227,4806828,"4.7",32.3,14799505,1996250,39745,574,"(1) Law provision is present"
"Utah          ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Utah","Utah",49,2000,2000,"Firearm","GRINJ-006",30,633718,"4.7",27.1,1992975,213959,45661,597,"(0) Law provision is not present"
"Virginia      ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Virginia","Virginia",51,2000,2000,"Firearm","GRINJ-006",49,1460594,"3.4",35.7,5120110,835011,46600,650,"(0) Law provision is not present"
"Washington    ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_Washington","Washington",53,2000,2000,"Firearm","GRINJ-006",53,1252989,"4.2",35.3,4821823,704826,45610,663,"(0) Law provision is not present"
"West Virginia ",2000,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2000_WestVirginia","West Virginia",54,2000,2000,"Firearm","GRINJ-006",24,361869,"6.6",38.9,1718777,109651,29663,401,"(0) Law provision is not present"
"Wisconsin     ",2000,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2000_Wisconsin","Wisconsin",55,2000,2000,"Firearm","GRINJ-006",64,1167561,"5.5",36,4769857,530268,43624,540,"(1) Law provision is present"
"Alabama       ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Alabama","Alabama",1,2001,2001,"Firearm","GRINJ-006",49,964222,"5.1",36.3653571428572,3209936.75833333,351338.851190481,33790.6904761908,499.497619047623,"(0) Law provision is not present"
"Alaska        ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Alaska","Alaska",2,2001,2001,"Firearm","GRINJ-006",17,152057,"Unreliable",32.7347619047619,460965.908333334,62283.5964285722,55523.0559523813,761.940476190488,"(0) Law provision is not present"
"Arizona       ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Arizona","Arizona",4,2001,2001,"Firearm","GRINJ-006",57,1152690,"4.9",33.1829761904763,4487305.63214287,512753.044047616,40844.6511904767,655.563095238103,"(0) Law provision is not present"
"Arkansas      ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Arkansas","Arkansas",5,2001,2001,"Firearm","GRINJ-006",31,581513,"5.3",36.4245238095238,2174266.71428572,195938.696428573,31419.3869047621,500.452380952389,"(0) Law provision is not present"
"California    ",2001,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2001_California","California",6,2001,2001,"Firearm","GRINJ-006",143,7653967,"1.9",33.5190476190477,21767337.8750001,3623707.17142859,46773.4500000007,813.592857142867,"(1) Law provision is present"
"Colorado      ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Colorado","Colorado",8,2001,2001,"Firearm","GRINJ-006",47,962911,"4.9",34.6683333333334,3624488.53214286,551555.030952394,42512.4559523812,519.210714285728,"(0) Law provision is not present"
"Connecticut   ",2001,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2001_Connecticut","Connecticut",9,2001,2001,"Firearm","GRINJ-006",10,664103,"Unreliable",38.2080291970803,2859267.37956204,429984.503649635,61468.8248175182,862.700729927008,"(1) Law provision is present"
"Florida       ",2001,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2001_Florida","Florida",12,2001,2001,"Firearm","GRINJ-006",98,3129766,"3.1",38.7542857142858,12776024.154762,1580479.10595241,38950.2654761907,731.520238095247,"(1) Law provision is present"
"Georgia       ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Georgia","Georgia",13,2001,2001,"Firearm","GRINJ-006",97,1855375,"5.2",33.4791666666667,5679359.22142858,879749.167857148,40717.760714286,622.795238095241,"(0) Law provision is not present"
"Idaho         ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Idaho","Idaho",16,2001,2001,"Firearm","GRINJ-006",31,316952,"9.8",33.1545238095238,1263987.00714286,120152.094047621,36840.7154761907,531.504761904769,"(0) Law provision is not present"
"Illinois      ",2001,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2001_Illinois","Illinois",17,2001,2001,"Firearm","GRINJ-006",64,2688475,"2.4",34.5878571428573,9222908.47738095,1365610.07380953,45399.4916666672,665.736904761914,"(1) Law provision is present"
"Indiana       ",2001,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2001_Indiana","Indiana",18,2001,2001,"Firearm","GRINJ-006",53,1344770,"3.9",35.7728571428572,5335855.07142857,474677.041666672,39826.7809523812,555.607142857145,"(0) Law provision is not present"
"Iowa          ",2001,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2001_Iowa","Iowa",19,2001,2001,"Firearm","GRINJ-006",38,645751,"5.9",38.0614285714286,2708545.94880953,285783.246428574,38534.5095238099,476.929761904772,"(1) Law provision is present"
